CustomerID,churn_probability,churn_risk_label,churned
10386,0.0018338846,Low,0
10387,0.0001927868,Low,0
10388,0.0016248372,Low,0
10389,0.00031058208,Low,0
10390,0.00013281124,Low,0
10391,0.00070534577,Low,0
10392,0.00015987427,Low,0
10393,0.00041350586,Low,0
10394,0.0005253562,Low,0
10395,0.00050069176,Low,0
10396,0.0005078909,Low,0
10397,0.0061597987,Low,0
10398,0.0016473187,Low,0
10399,0.000117019394,Low,0
10400,0.9944944,High,1
10401,4.3871172e-05,Low,0
10402,0.00029451287,Low,0
10403,0.0006152364,Low,0
10404,0.00019176782,Low,0
10405,0.00013474342,Low,0
10406,0.0002664855,Low,0
10407,0.0033164062,Low,0
10408,0.00010207856,Low,0
10409,0.00038020717,Low,0
10410,0.0011271863,Low,0
10411,0.00011505696,Low,0
10412,0.019565977,Low,0
10413,0.0028834874,Low,0
10414,0.0010094176,Low,0
10415,0.00011639951,Low,0
10416,0.00023158129,Low,0
10417,0.0004445882,Low,0
10418,8.426118e-05,Low,0
10419,0.00036357707,Low,0
10420,0.0001944012,Low,0
10421,0.00041134076,Low,0
10422,0.07842171,Low,0
10423,8.5004234e-05,Low,0
10424,0.00010866984,Low,0
10425,0.000167167,Low,0
10426,0.000262514,Low,0
10427,0.0003182628,Low,0
10428,0.00014497238,Low,0
10429,0.000366678,Low,0
10430,0.00020798658,Low,0
10431,0.0003325215,Low,0
10432,0.00020118576,Low,0
10433,0.00038654162,Low,0
10434,0.0003605058,Low,0
10435,4.6763947e-05,Low,0
10436,0.00031782952,Low,0
10437,0.002863585,Low,0
10438,0.00023795429,Low,0
10439,0.00035492697,Low,0
10440,0.00034930554,Low,0
10441,0.004170941,Low,0
10442,0.0003210485,Low,0
10443,0.00021178961,Low,0
10444,0.015945738,Low,0
10445,0.0007271646,Low,0
10446,0.00047226346,Low,0
10447,0.004726969,Low,0
10448,0.0010069851,Low,0
10449,0.0010946988,Low,0
10450,0.00025722437,Low,0
10451,0.0003544431,Low,0
10452,0.00011398861,Low,0
10453,5.8398036e-05,Low,0
10454,9.692861e-05,Low,0
10455,0.00046099463,Low,0
10456,0.00043272492,Low,0
10457,0.00034113694,Low,0
10458,0.00033233676,Low,0
10459,0.0004378147,Low,0
10460,0.00016037094,Low,0
10461,0.040222898,Low,0
10462,0.0005220693,Low,0
10463,0.00024515574,Low,0
10464,0.00032690106,Low,0
10465,0.0053381394,Low,0
10466,0.002285135,Low,0
10467,0.0018940712,Low,0
10468,0.00052290823,Low,0
10469,0.00028754547,Low,0
10470,0.00022152661,Low,0
10471,0.0038546054,Low,0
10472,0.00042053894,Low,0
10473,0.082437314,Low,0
10474,4.5872046e-05,Low,0
10475,0.00023548357,Low,0
10476,0.002215092,Low,0
10477,0.00010429873,Low,0
10478,9.511105e-05,Low,0
10479,0.0004599837,Low,0
10480,0.0007887863,Low,0
10481,0.00040738686,Low,0
10482,0.00026205537,Low,0
10483,7.971838e-05,Low,0
10484,0.0005000021,Low,0
10485,0.0001173205,Low,0
10486,0.0011573309,Low,0
10487,0.0001400218,Low,0
10488,0.0005599249,Low,0
10489,0.00011438898,Low,0
10490,7.148354e-05,Low,0
10491,0.001630857,Low,0
10492,0.0042698113,Low,0
10493,0.00020408869,Low,0
10494,0.00022159654,Low,0
10495,0.0004963138,Low,0
10496,0.00017358303,Low,0
10497,8.336318e-05,Low,0
10498,6.196021e-05,Low,0
10499,0.0036832148,Low,0
10500,0.00095427386,Low,0
10501,0.00094542897,Low,0
10502,0.00488401,Low,0
10503,0.00047132326,Low,0
10504,0.00020199957,Low,0
10505,0.008014674,Low,0
10506,0.011285184,Low,0
10507,0.020835938,Low,0
10508,0.000830405,Low,0
10509,0.00075643754,Low,0
10510,0.0011816161,Low,0
10511,0.99115175,High,1
10512,0.046301693,Low,0
10513,0.00012538892,Low,0
10514,0.00023211692,Low,0
10515,0.00013846545,Low,0
10516,8.816283e-05,Low,0
